name_of_dish,ingredients,preparation_time,cooking_time,course,cuisine_state,method,url,flavour_type
Jackfruit Biryani,"raw jackfruit, basmati rice, onion, yogurt, fried onion, saffron, garam masala, ghee, mint, salt",30 minutes,45 minutes,Main Course,Hyderabad,"Marinate jackfruit in yogurt and spices. | Par cook rice. | Layer jackfruit and rice with saffron, ghee and mint. | Seal and cook on dum for 20 minutes. | Serve with raita.",https://www.vegrecipesofindia.com/wp-content/uploads/jackfruit-biryani-recipe.jpg,Aromatic & Spiced
Mushroom Biryani,"basmati rice, mushrooms, onion, yogurt, saffron, ghee, whole spices, mint, coriander, salt",30 minutes,40 minutes,Main Course,Hyderabad,"Marinate mushrooms in spiced yogurt. | Par cook rice with whole spices. | Layer mushrooms and rice. | Add saffron, fried onion and ghee. | Cook on dum. | Serve with raita.",https://www.vegrecipesofindia.com/wp-content/uploads/mushroom-biryani-recipe.jpg,Earthy & Aromatic
Paneer Biryani,"basmati rice, paneer, yogurt, fried onion, saffron, ghee, garam masala, mint, coriander, salt",30 minutes,40 minutes,Main Course,North Indian,"Marinate paneer in spiced yogurt. | Par cook rice. | Layer paneer and rice. | Add saffron, ghee and fried onion. | Seal and cook on dum. | Serve hot with raita.",https://www.vegrecipesofindia.com/wp-content/uploads/paneer-biryani-recipe.jpg,Rich & Aromatic
Soya Biryani,"basmati rice, soya chunks, onion, yogurt, saffron, ghee, whole spices, mint, garam masala, salt",30 minutes,40 minutes,Main Course,North Indian,Soak soya chunks and squeeze out water. | Marinate in yogurt and biryani spices for 30 minutes. | Parboil basmati rice with whole spices. | Fry onions until golden and caramelized. | Layer rice with soya chunks and fried onions in a pot. | Add saffron milk and seal with dough or foil. | Cook on dum for 20 minutes and serve.,https://www.vegrecipesofindia.com/wp-content/uploads/soya-biryani-recipe.jpg,Aromatic & Hearty
Chana Biryani,"basmati rice, chickpeas, onion, tomato, yogurt, saffron, ghee, biryani masala, mint, salt",20 minutes,35 minutes,Main Course,Hyderabad,Soak and cook chickpeas until soft. | Parboil basmati rice with whole spices and drain. | Fry sliced onions until deep golden and crispy. | Cook chickpeas in a spiced tomato-onion gravy. | Layer rice and chickpea gravy in a heavy pot. | Top with fried onions and mint leaves. | Seal and cook on dum for 20 minutes.,https://www.vegrecipesofindia.com/wp-content/uploads/chana-biryani-recipe.jpg,Spiced & Hearty
Veg Tahiri,"basmati rice, mixed vegetables, onion, ginger, garlic, cumin, whole spices, ghee, salt",15 minutes,25 minutes,Main Course,Uttar Pradesh,"Saut̩ whole spices, onion, ginger and garlic in ghee. | Add vegetables and rice. | Add water and cook until done. | Fluff and serve with raita.",https://www.vegrecipesofindia.com/wp-content/uploads/veg-tahiri-recipe.jpg,Aromatic & Savory
Kashmiri Pulao,"basmati rice, saffron, dry fruits, onion, whole spices, ghee, rose water, milk",30 minutes (soaking),25 minutes,Main Course,Kashmir,"Soak basmati rice for 30 minutes and drain. | Heat ghee and fry whole spices until aromatic. | Add the rice and fry briefly. | Add hot water, saffron milk and salt. | Cook covered until rice is done. | Separately fry cashews, raisins and dry fruits in ghee. | Top the pulao with dry fruits and serve.",https://www.vegrecipesofindia.com/wp-content/uploads/kashmiri-pulao-recipe.jpg,Fragrant & Sweet
Zarda Rice,"basmati rice, sugar, saffron, food colour, cardamom, ghee, dry fruits, rose water",30 minutes (soaking),30 minutes,Dessert,Hyderabad,Soak basmati rice for 30 minutes and parboil. | Heat ghee and add whole spices. | Add sugar and cook until it caramelizes lightly. | Add saffron soaked in warm milk. | Add parboiled rice and mix gently. | Cover and cook on low heat until done. | Garnish with fried dry fruits and edible silver foil.,https://www.vegrecipesofindia.com/wp-content/uploads/zarda-rice-recipe.jpg,Sweet & Fragrant
Lauki Ki Kheer,"bottle gourd, milk, sugar, cardamom, saffron, almonds, pistachios",15 minutes,40 minutes,Dessert,North Indian,"Grate lauki and squeeze excess water. | Cook in milk on low heat until soft. | Add sugar, cardamom and saffron. | Simmer until thick. | Garnish with nuts. | Serve warm.",https://www.vegrecipesofindia.com/wp-content/uploads/lauki-ki-kheer-recipe.jpg,Sweet & Light
Sabudana Thalipeeth,"sabudana, rajgira (amaranth) flour, potato, green chilli, ginger, coriander, oil, salt",4 hours (soaking),15 minutes,Breakfast,Maharashtra,"Soak sabudana and drain. | Mix with rajgira flour, potato and spices. | Pat thin on greased tawa. | Cook on medium heat until golden on both sides. | Serve with curd.",https://www.vegrecipesofindia.com/wp-content/uploads/rajgira-thalipeeth-recipe.jpg,Crispy & Mild
Rajgira Paratha,"amaranth flour, potato, green chilli, ginger, coriander, oil, salt",15 minutes,15 minutes,Breakfast,North Indian,"Boil and mash potato. | Mix with rajgira flour, spices and salt. | Knead into soft dough. | Roll into parathas. | Cook on tawa with oil until golden. | Serve with curd.",https://www.vegrecipesofindia.com/wp-content/uploads/rajgira-paratha-recipe.jpg,Mild & Savory
Farali Pattice,"boiled potato, sabudana, peanuts, green chilli, ginger, lemon juice, coriander, oil, salt",4 hours (soaking),20 minutes,Snack,Gujarat,"Soak sabudana and drain. | Mix with potato, crushed peanuts and spices. | Shape into flat patties. | Shallow fry until crisp and golden. | Serve with yogurt and chutney.",https://www.vegrecipesofindia.com/wp-content/uploads/farali-pattice-recipe.jpg,Mild & Crispy
Singharey Ki Sabzi,"water chestnuts (singhara), cumin, green chilli, ginger, coriander, oil, salt",10 minutes,15 minutes,Main Course,North Indian,Peel and boil water chestnuts until tender. | Heat oil and add cumin seeds. | Add ginger and green chilli and saute. | Add boiled chestnuts and mix well. | Add all dry spices and stir to coat. | Add a little water and cook covered. | Garnish with fresh coriander and serve.,https://www.vegrecipesofindia.com/wp-content/uploads/singhara-sabzi-recipe.jpg,Mild & Crunchy
Kuttu Ki Puri,"buckwheat flour, boiled potato, green chilli, rock salt, oil",15 minutes,15 minutes,Breakfast,North Indian,"Mix buckwheat flour with mashed potato, green chilli and rock salt. | Knead into smooth dough. | Roll into puris. | Deep fry until puffed and golden. | Serve with aloo sabzi.",https://www.vegrecipesofindia.com/wp-content/uploads/kuttu-puri-recipe.jpg,Earthy & Mild
Samak Rice Khichdi,"barnyard millet (samak), potato, green chilli, ginger, cumin, ghee, rock salt",30 minutes (soaking),20 minutes,Main Course,North Indian,"Soak samak rice. | Heat ghee and add cumin. | Add ginger, chilli and potato. | Add samak and water. | Cook until soft. | Serve with curd. (Navratri fasting recipe)",https://www.vegrecipesofindia.com/wp-content/uploads/samak-rice-khichdi-recipe.jpg,Light & Mild
Kela Nu Shaak,"raw banana, onion, mustard seeds, turmeric, green chilli, coconut, oil, salt",10 minutes,20 minutes,Main Course,Gujarat,"Peel and dice raw banana. | Temper mustard seeds in oil. | Add onion and green chilli. | Add banana, turmeric and salt. | Cover and cook. | Add coconut and serve.",https://www.vegrecipesofindia.com/wp-content/uploads/kela-shaak-recipe.jpg,Mild & Savory
Corn Palak Sabzi,"sweet corn, spinach, onion, tomato, ginger, garlic, cream, garam masala, oil, salt",10 minutes,20 minutes,Main Course,North Indian,"Blanch and puree spinach. | Saut̩ onion, ginger and garlic. | Add tomatoes and spices. | Add spinach puree and corn. | Stir in cream and simmer. | Serve with roti.",https://www.vegrecipesofindia.com/wp-content/uploads/corn-palak-sabzi-recipe.jpg,Creamy & Mild
Doodhi Halwa,"bottle gourd, khoya, sugar, ghee, cardamom, saffron, cashews, raisins",15 minutes,35 minutes,Dessert,North Indian,"Peel and grate bottle gourd, squeezing out excess water. | Heat ghee in a heavy pan and add the grated gourd. | Cook on medium flame stirring often until dry. | Add full fat milk and stir continuously. | Cook until milk is absorbed and halwa thickens. | Add sugar and cardamom and mix well. | Garnish with cashews and serve warm.",https://www.vegrecipesofindia.com/wp-content/uploads/doodhi-halwa-recipe.jpg,Sweet & Rich
Paneer Gulkand Sandwich,"bread, paneer, gulkand (rose jam), cream cheese, pistachios, cardamom",10 minutes,0 minutes,Snack,Fusion,"Mix paneer with gulkand, rose petals and cardamom. | Spread rose-flavoured butter on bread slices. | Place the paneer gulkand mixture on one slice. | Top with sliced fruits if desired. | Press the sandwich gently. | Toast lightly or serve fresh. | Cut diagonally and serve.",https://www.vegrecipesofindia.com/wp-content/uploads/paneer-gulkand-sandwich-recipe.jpg,Sweet & Fragrant
Tilkut,"sesame seeds, jaggery, sugar, cardamom",10 minutes,20 minutes,Dessert,Bihar,Dry roast sesame seeds until golden. | Crush coarsely using a mortar and pestle. | Heat jaggery with a little water to make a syrup of one-thread consistency. | Add crushed sesame seeds to the syrup and mix quickly. | Pour into a greased tray and flatten. | Cut into pieces while still warm. | Cool completely before serving.,https://www.vegrecipesofindia.com/wp-content/uploads/tilkut-recipe.jpg,Sweet & Nutty
Thekua,"wheat flour, jaggery, ghee, fennel seeds, cardamom, oil",20 minutes,25 minutes,Snack,Bihar,"Mix wheat flour with melted jaggery, ghee, fennel and cardamom. | Add water to form stiff dough. | Press through mould or shape with hand. | Deep fry until golden and crisp. | Cool and store.",https://www.vegrecipesofindia.com/wp-content/uploads/thekua-recipe.jpg,Sweet & Crispy
Litti Chokha,"whole wheat flour, sattu, ginger, garlic, green chilli, mustard oil, lemon, brinjal, potato, tomato, salt",30 minutes,35 minutes,Main Course,Bihar,"Knead whole wheat flour with oil and spices into stiff dough. | Make stuffing with sattu mixed with spices, raw onion and mustard oil. | Stuff dough balls with sattu filling and seal. | Roast over charcoal or in oven until charred outside. | Dip in ghee generously. | Roast brinjal and tomatoes and mash with spices for chokha. | Serve litti with chokha and pickle.",https://www.vegrecipesofindia.com/wp-content/uploads/litti-chokha-recipe.jpg,Earthy & Smoky
Sattu Paratha,"wheat flour, roasted chana sattu, onion, green chilli, ginger, mustard oil, ajwain, oil, salt",20 minutes,20 minutes,Breakfast,Bihar,"Mix sattu with onion, chilli, ginger and mustard oil. | Prepare wheat flour dough. | Stuff with sattu filling. | Roll and cook on tawa with oil. | Serve with pickle and yogurt.",https://www.vegrecipesofindia.com/wp-content/uploads/sattu-paratha-recipe.jpg,Nutty & Savory
Sattu Sharbat,"roasted chana sattu, lemon juice, black salt, cumin, water, ice",5 minutes,0 minutes,Beverage,Bihar,"Mix sattu in cold water. | Add lemon juice, black salt and cumin. | Stir until smooth. | Serve chilled with ice. | Popular summer cooling drink.",https://www.vegrecipesofindia.com/wp-content/uploads/sattu-sharbat-recipe.jpg,Earthy & Tangy
Chuda Ghasa,"flattened rice (chuda), yogurt, banana, sugar, coconut",15 minutes,0 minutes,Breakfast,Odisha,"Wash flattened rice and soak briefly. | Drain and mix with yogurt. | Add banana, sugar and coconut. | Mix gently and serve fresh. | Traditional Odia breakfast.",https://www.vegrecipesofindia.com/wp-content/uploads/chuda-ghasa-recipe.jpg,Sweet & Mild
Santula,"mixed vegetables (raw papaya, brinjal, potato), mustard, garlic, green chilli, mustard oil, salt",10 minutes,20 minutes,Main Course,Odisha,"Boil mixed vegetables together. | Mash coarsely. | Add raw mustard paste, garlic, chilli. | Mix with mustard oil. | Season and serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/santula-recipe.jpg,Pungent & Savory
Ambula,"sun-dried raw mango pieces, turmeric, chilli, garlic, oil, salt",30 days (sun drying),10 minutes,Condiment,Odisha,"Slice raw mango and sun dry with turmeric and salt. | Store dried pieces. | Temper with oil, garlic and chilli. | Cook briefly. | Serve as sour condiment with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/ambula-recipe.jpg,Sour & Pungent
Khichuri,"gobindobhog rice, moong dal, mixed vegetables, ghee, whole spices, turmeric, ginger, salt",10 minutes,30 minutes,Main Course,West Bengal,"Roast moong dal lightly. | Heat ghee and add whole spices and ginger. | Add rice, dal and vegetables. | Add water and turmeric. | Cook until soft. | Serve with labra and begun bhaja.",https://www.vegrecipesofindia.com/wp-content/uploads/khichuri-recipe.jpg,Comforting & Mild
Bhapa Doi,"condensed milk, yogurt, saffron, cardamom, pistachios",10 minutes,30 minutes,Dessert,West Bengal,Whisk together condensed milk and yogurt until smooth. | Add cardamom powder and a pinch of saffron. | Pour into small cups or ramekins. | Cover tightly with foil. | Steam in a steamer for 15-20 minutes until set. | Cool to room temperature then refrigerate. | Serve chilled garnished with pistachio.,https://www.vegrecipesofindia.com/wp-content/uploads/bhapa-doi-recipe.jpg,Creamy & Sweet
Pantua,"chenna, khoya, maida, sugar, cardamom, rose water, oil",15 minutes,30 minutes,Dessert,West Bengal,Make soft chenna by curdling milk and draining whey. | Knead chenna with a little semolina and cardamom until smooth. | Shape into round or oval balls. | Deep fry on low to medium heat until deep brown. | Make sugar syrup and add rose water and saffron. | Soak fried pantua in warm sugar syrup for 30 minutes. | Serve warm in syrup.,https://www.vegrecipesofindia.com/wp-content/uploads/pantua-recipe.jpg,Sweet & Syrupy
Cham Cham,"chenna, maida, sugar, cardamom, saffron, khoya filling, pistachios",20 minutes,30 minutes,Dessert,West Bengal,Make chenna from full fat milk and knead until smooth. | Add a little semolina and cardamom powder. | Shape into cylindrical pieces. | Cook in boiling sugar syrup for 15 minutes. | Remove and let cool completely. | Fill with sweetened khoya and saffron mixture. | Roll in desiccated coconut and serve.,https://www.vegrecipesofindia.com/wp-content/uploads/cham-cham-recipe.jpg,Sweet & Milky
Lyangcha,"chenna, khoya, maida, sugar syrup, cardamom",15 minutes,25 minutes,Dessert,West Bengal,Prepare soft chenna from milk and knead with semolina. | Roll into cylindrical shapes. | Deep fry on very low heat turning constantly until deep brown. | Make thin sugar syrup with cardamom. | Soak fried lyangcha in hot syrup for 20 minutes. | Allow to absorb syrup completely. | Serve warm.,https://www.vegrecipesofindia.com/wp-content/uploads/lyangcha-recipe.jpg,Sweet & Caramelized
Macher Jhol (Veg),"potato, brinjal, tomato, panch phoron, turmeric, cumin, mustard oil, green chilli, salt",10 minutes,20 minutes,Main Course,West Bengal,"Cut potato and eggplant into pieces and lightly fry. | Heat mustard oil and add panch phoron. | Add tomato and cook until soft. | Add turmeric, cumin powder and chilli. | Add fried vegetables and water. | Simmer for 10 minutes until gravy is light. | Finish with green chilli and serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/veg-jhol-recipe.jpg,Light & Savory
Radhaballabhi,"maida, urad dal, fennel, ginger, asafoetida, oil, salt",30 minutes,20 minutes,Breakfast,West Bengal,"Make dough with maida, oil and salt and rest for 30 minutes. | Make filling with cooked urad dal, ginger, cumin and spices. | Divide dough and roll into small circles. | Place filling in center and seal edges tightly. | Roll gently into puri shape. | Deep fry in hot oil until puffed and golden. | Serve with cholar dal or aloor dom.",https://www.vegrecipesofindia.com/wp-content/uploads/radhaballabhi-recipe.jpg,Soft & Savory
